example_id,customer_message,gold_intent,predicted_intent,intent_confidence,intent_correct,best_retrieval_similarity,reply,generation_mode,lexical_overlap,unsafe_claim,asks_for_next_step,escalation_decision,escalation_score,escalation_reasons,historical_case_count
11,@AmazonHelp It should be there becoz friends can utilise others money lying idle rather than adding it to there own account..,Account & Access,Account & Access,0.8685884501918594,True,0.44307684431742544,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.11764705882352941,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
12,"@AmazonHelp @4496 Me comentan ésto desde @4496 y cómo es lógico un libro no coge en un buzón, no tiene sentido que se utilice este tipo de envíos entoces. PD: El envío ha llegado, aunque 2 días tarde... https://t.co/mNCdmJSds5",Delivery & Order Tracking,General / Other,0.6731988339618249,False,0.32068972880780316,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
13,"@AmazonHelp @115850 @AmazonHelp customer service at worst,
I paid I followed up I wrote I called up And still waiting for my order @734 @120320",Delivery & Order Tracking,Customer Service / Complaint,0.9123504902639011,False,0.40175239346080177,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.038461538461538464,False,True,ESCALATE,4,Customer language indicates strong frustration or dissatisfaction. | The predicted intent is a customer-service complaint.,5
14,@AmazonHelp After i paid $11.99 to make sure I got it today https://t.co/fvadEURCNZ,Payment & Billing,Payment & Billing,0.9381196226809699,True,0.36251354608265385,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.23333333333333334,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
15,@AmazonHelp Please u can give me some special offer for take prime member,General / Other,General / Other,0.5640550401813522,True,0.45778684674330894,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.16666666666666666,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
16,@AmazonHelp Need assistance,General / Other,General / Other,0.6175454156402911,True,1.0,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.16666666666666666,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
17,@amazonhelp what's going on with your login? I reset 12 times it's not letting me login on amazon.ca,Account & Access,Account & Access,0.9977336914195314,True,0.4373389529453379,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.20588235294117646,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
18,@AmazonHelp your customer service is literally the worst. been on the phone for 30 mins about a gift card situation and your rep just keeps asking me to hold b/c she doesn't know what she's doing.,Customer Service / Complaint,Customer Service / Complaint,0.8155538704084309,True,0.38692566978423676,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.34615384615384615,False,True,ESCALATE,4,Customer language indicates strong frustration or dissatisfaction. | The predicted intent is a customer-service complaint.,5
19,"@AmazonHelp I live in a block of flats so if left with a neighbour it could be with anyone!!!! Even so there’s no card and it says given to me, when it wasn’t.",Delivery & Order Tracking,Payment & Billing,0.8209701784657188,False,0.4442667041097226,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.16666666666666666,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
20,@AmazonHelp second time in as many months that Amazon has gone into my account and stolen money for a Prime membership I do not want.,Payment & Billing,Account & Access,0.7222342450343074,False,0.33308901762752535,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.17647058823529413,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
21,"@AmazonHelp Cómo lo hago? Porque como digo, en la página del producto no viene un botón para contactar... Hay que perderse por la web y buscar el botón",Product & Seller Issues,Product & Seller Issues,0.72930691296077,True,0.3403685697339658,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
22,@AmazonHelp No. I ordered Thursday with Prime with expected date of Saturday.,Delivery & Order Tracking,Delivery & Order Tracking,0.9573220097372446,True,0.427170259315644,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.3333333333333333,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
23,"@AmazonHelp I'm done already.I'm not expecting apologies nor I want to talk with people who don't have a clue about database errors.I'm just wondering how big is""sometimes""at the moment.Also,considering how I told you about a code injection,for free,getting robbed the day after is silly.😂",Technical / App Issues,Technical / App Issues,0.42483323572884324,True,0.2985281677587146,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.03571428571428571,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
24,@AmazonHelp It’s been replaced once (the 1st time) and “updated” the 2nd. It won’t even turn on now. It’s fully charged.,Technical / App Issues,Payment & Billing,0.9712412431017622,False,0.46124676048252344,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.1,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
25,@AmazonHelp my account has been locked after a password attempt. I then made a new password to log in but it says it's still locked,Account & Access,Account & Access,0.9999997767899901,True,0.5471660647141563,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.20588235294117646,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
26,"@AmazonHelp @116316 after been for so many years a loyal prime customer, I am gonna delete my account, I am so disappointed at amazon.",Account & Access,Account & Access,0.8947141210160576,True,0.4321957164215892,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.029411764705882353,False,True,AUTO-HANDLE,2,Customer language indicates strong frustration or dissatisfaction. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
27,@AmazonHelp for order #405-4572052-1876368. I paid 2500 Rs extra to add to my Amazon Pay balance. Hope it'll be received by you guys. Relevant link: https://t.co/uZH5JFZQec,Payment & Billing,Payment & Billing,0.9264920303403864,True,0.35099415352574437,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.1,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
28,@AmazonHelp That link just sends me to my account??,Account & Access,Account & Access,0.9914376621495848,True,0.863372947014726,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.2647058823529412,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
29,"@AmazonHelp Alexa app set up but no mention of contacts, messaging or calls. Is there any guidance?",Technical / App Issues,Technical / App Issues,0.9774435794359928,True,0.4419058042191394,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.07142857142857142,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
30,@AmazonHelp Amazon the website.,Technical / App Issues,Technical / App Issues,0.9957833523252405,True,0.8708311295802597,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.10714285714285714,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
31,@AmazonHelp Hi! I have a concern about an Prime order I made on October 17. Is shipping now and arriving on November 13? Please advise.,Delivery & Order Tracking,Delivery & Order Tracking,0.9959186006086371,True,0.35653868741076034,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.21212121212121213,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
32,"@AmazonHelp 24-48 hours on a maybe is a no-go for me. I want my seller's information because they wouldn't respond to find out about my Son's rattle teddy. I'm not waiting 24-48 hours in hopes they respond to Amazon when 2 days ago, a CSR was able to figure out where my package is.",Delivery & Order Tracking,Delivery & Order Tracking,0.3954634249216084,True,0.6724452106049259,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.30303030303030304,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
33,"@AmazonHelp Never made an Amazon account, but it says my email address is in use. Postcode invalid for password recovery. Help?",Account & Access,Account & Access,0.9993269153115264,True,0.3598865124542022,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.14705882352941177,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
34,@AmazonHelp The contents are fine. Just surprised by the bad choice of leaving a cardboard box outside in the rain ☔️,Delivery & Order Tracking,Payment & Billing,0.38578411995774614,False,0.3659914424557513,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.03333333333333333,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
35,@AmazonHelp Contacted Amazon this morning with a complaint and ended up getting my Prime membership terminated!? Way to delight your customers Amazon! #Amazon,Customer Service / Complaint,Customer Service / Complaint,0.41559888840953585,True,0.3555916927923346,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.19230769230769232,False,True,ESCALATE,4,The predicted intent is a customer-service complaint. | Intent classification confidence is low.,5
36,"@AmazonHelp Who do I contact to file a complaint about the quality of deliveries by AMZL_US? My item was left top of my car, totally exposed",Delivery & Order Tracking,Product & Seller Issues,0.9370595574338857,False,0.3736129358753685,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.07692307692307693,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
37,"I am getting following message
First, visit this page from the mobile device that needs support. Then, follow the instructions to install the SmartChk app on that device.
This app saves time by finding the right team to help you. Learn more @115821 @AmazonHelp @115830",Technical / App Issues,Technical / App Issues,0.917190657732496,True,0.3840937868471226,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.14285714285714285,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
38,@AmazonHelp Aparece este error. Gracias por su atención. https://t.co/wgNWt1cWCe,Technical / App Issues,Technical / App Issues,0.7460876132270239,True,0.7348188923524677,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
39,@AmazonHelp When I asked support they told me courier had told them there was a 1-2 day delay. Shame I stayed home today as I was assured it would come,Delivery & Order Tracking,Customer Service / Complaint,0.6931244936928371,False,0.27833763561011166,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.11538461538461539,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
40,@AmazonHelp And they know 2 last digits of my credit card.,Payment & Billing,Payment & Billing,0.9999045440949033,True,0.5300517860586239,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.13333333333333333,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
41,@AmazonHelp Giftcards aren't on there &amp; I mean digital giftcards which are emailed. Are there issues buying on amazon.ca from the UK?,Payment & Billing,General / Other,0.34080978149551544,False,0.36433004831938587,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.08333333333333333,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
42,"So @AmazonHelp if I have to take my time, energy, and gas to fix your mistakes then you should subtract that from my Prime membership.",Customer Service / Complaint,General / Other,0.5856503373759779,False,0.3440644684526024,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.041666666666666664,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
43,"@AmazonHelp I haven’t had an email saying about returning the item or today’s faulty item. Poor customer service, I asked repeatedly and still no joy!",Returns & Refunds,Returns & Refunds,0.33504444797910343,True,0.3908776663604448,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.22580645161290322,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
44,"@AmazonHelp Thank you for your help &amp; response ! I assumed it was because I ordered on a Friday and weekend doesn't count as ""business days""",Delivery & Order Tracking,Delivery & Order Tracking,0.7294335623838141,True,0.42045307013289024,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.21212121212121213,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
45,"@AmazonHelp Credit for the difference in price between item I ordered that was sold by Amazon and the price the 3rd party seller is asking since it was your mistake that it was supposed to be available the 11th, but it isn’t.",Product & Seller Issues,Product & Seller Issues,0.999456605485425,True,0.38435864973698214,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.23076923076923078,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
46,"@AmazonHelp Thank you &amp; Thanks again for timely reply I cant DM amazonIN there is no option to DM, i tried few times  i can only DM amazonhelp, PLS Help",Customer Service / Complaint,General / Other,0.8331877556464591,False,0.5266570196118396,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
47,@AmazonHelp Told no refunds until the lost items are returned to you. Which they won’t be as they’re lost...,Returns & Refunds,Returns & Refunds,0.9997457660762019,True,0.42932910175777367,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.12903225806451613,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
48,@AmazonHelp I paid for expedited shipping guaranteed by 8pm today. It’s been out for delivery since 10:45am but now says delayed until 11/23-11/30. It’s something I needed for thanksgiving...very frustrating.,Delivery & Order Tracking,Delivery & Order Tracking,0.9767950638003142,True,0.3339987216020923,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.21212121212121213,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
49,@AmazonHelp so here's how I guys work. Someone says they are unhappy about how their problem was solved..and bam! U guys keep repeating the,Customer Service / Complaint,Technical / App Issues,0.5590009018891313,False,0.46218291829421376,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.17857142857142858,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
50,@115851 @117795 the supervisor Vanessa in support just hung up. I refused to accept that my default billing and shipping address could not be set to my pref. Ever since adding @117093 my default billing and shipping will not update. Any help? @AmazonHelp,Account & Access,Payment & Billing,0.4804873468795453,False,0.36309067121492977,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.23333333333333334,False,True,ESCALATE,6,Customer explicitly requests human assistance or escalation. | Intent classification confidence is low.,5
51,"@AmazonHelp Hola!, me pueden ayudar a ver si un producto es elegible en MSI?",Product & Seller Issues,Product & Seller Issues,0.800264059262314,True,0.5182725601535232,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
52,@AmazonHelp not really customer service did not really care.i need to arrange the courier pay 4 it-no courier will do it,Customer Service / Complaint,Customer Service / Complaint,0.6635426634805455,True,0.42305909227745075,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.038461538461538464,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
53,@AmazonHelp that's strange. Issue is I didn't receive cash back for order ending with 519 while another order ending with 116 that was placed after that,Payment & Billing,Delivery & Order Tracking,0.9687736441162755,False,0.3195154636601284,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.15151515151515152,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
54,"@AmazonHelp My three year old loves Alexa. She asks her regularly to play music by saying, “Alexa play kid’s music.”  That worked fine for a while. Suddenly it now only plays kid’s movie songs. That’s not what she’s looking for and makes her upset.",Technical / App Issues,Technical / App Issues,0.9138366650605572,True,0.3676362017218977,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.2857142857142857,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
55,@AmazonHelp It’s 4 items. Micandle. Amazon. Halier. Amazing quality.,Product & Seller Issues,Product & Seller Issues,0.9999833592822065,True,0.46159117671736893,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.15384615384615385,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
56,@AmazonHelp I did. There's no email from @115821 how to unlock my account. It's been days.,Account & Access,Account & Access,0.9633051269888563,True,0.522960819742808,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.11764705882352941,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
57,@AmazonHelp kar de na jokero vali baat @115850 you guys are making fool and not working as per your policies only @35358,Customer Service / Complaint,General / Other,0.4208451953469617,False,0.503109111224731,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.16666666666666666,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
58,@AmazonHelp a seller charged me more than the post gst price. I'd like to file a case. Help on this plz,Payment & Billing,Payment & Billing,0.5365100845102335,True,0.3817908987333577,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.13333333333333333,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
59,@AmazonHelp Ok. Looks like this system changed now.. earliwr i was able to connect easily withing a min.. dat was teh best customer service.,Customer Service / Complaint,Customer Service / Complaint,0.8556613840631573,True,0.40480823550638395,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.11538461538461539,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
60,"@AmazonHelp hi, i got an amazon fire tablet as a gift and i just signed up for it with my card and personal info. will i be charged for amazon prime since its included on my tablet?",Payment & Billing,Payment & Billing,0.9982537760771122,True,0.4743383476555648,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.13333333333333333,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
61,"#amazon is trying to rob me of ₹ 4,000 and it's unacceptable. Please have the decency to own up to your mistakes and resolve them. Read further:

https://t.co/wsgfL0sdX1

@AmazonHelp @115850 @115821",Customer Service / Complaint,Customer Service / Complaint,0.6489659025034401,True,0.2887248672233363,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.15384615384615385,False,True,ESCALATE,4,Customer language indicates strong frustration or dissatisfaction. | The predicted intent is a customer-service complaint.,5
62,"@AmazonHelp Hello, how can I cancel the subscription??? Without my participation the money deducted from the card.",Payment & Billing,Payment & Billing,0.9151759411833861,True,0.46347931605865367,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
